,title,label
3156,"변동성 장세에 레버리지·곱버스 거래 급증 ""개별종목보다 시황 투자""",3
3157,어닝쇼크에 행렬에 나락으로 간 게임주…증권가도 혹평,3
3158,반도체·2차전지소재…연간이익 높아질 종목 담아라,3
3159,카카오 셀트리온 크래프톤…부진한 주가 자사주 매입 카드 통할까,0
3160,확진 10만명 나오는데…16만원→5만원 된 씨젠,3
3161,"CEO도 주가 15만 내걸었는데…증권사, 카카오 목표가 줄줄이 하향",0
3162,행정공제회 신임 CIO에 허장,3
3163,우크라 전운·긴축 공포 속 변동성 주의보,3
3164,[상장사 실적] 올해 대부분 업종 '눈높이' 낮아져…운수·반도체는 상향,1
3165,"뉴욕증시, 우크라 긴장에 하락…나스닥 1.23% 하락 ",0
3166,"뉴욕증시, 우크라이나 긴장 지속에 하락…다우 0.68% 하락 마감",0
3167,"뉴욕증시, 우크라 긴장 주시하며 하락 출발",0
3168,신라젠 상장폐지 일단 모면…소액주주 한숨 돌려,3
3169,[연합시론] 상폐 심사대상 기업들…경영개선·감시체제 강화해야,3
3170,"신라젠, 6개월 개선기간 부여에 안도…""거래 정상화 최선""",3
3171,"한국거래소, 신라젠에 6개월 개선 기간 부여",3
3172,"""라임 사태로 손해"" 우리·하나은행 1천억원대 손배 소송 제기",3
3173,TIGER 나스닥 ETF 순자산 2조 돌파,3
3174,"""10~20년을 내다보고 살만한 주식""…나스닥 홈페이지에 걸린 쿠팡",3
3175,"""카카오 구조대 왔나요""…연기금 다시 담자 주가 반등",1
3176,우크라이나 사태 관망 속 방산·정유주 동반 하락,0
3177,"셀트리온헬스케어, 400억원 규모 자사주 추가 취득 결정",3
3178,노루홀딩스우 덕성 NE능률…윤석열 지지율 상승에 테마주 들썩,1
3179,"2분새 0.6% 급등…전쟁 리스크에 예측 불가 코스피, 강보합 마감",3
3180,[코스닥] 7.49p(0.86%) 오른 881.71(장종료),1
3181,"[코스피] 0.43p(0.02%) 오른 2,744.52(장종료)",1
3182,"'K-OTT' 티빙, 사모펀드 주주로 맞이한다",3
3183,"티빙, 2천500억원 투자 유치…""기업가치 약 2조원""",3
3184,작년 4분기 전세계 D램 매출 저조에도 SK하이닉스 '나홀로' 성장,3
3185,지난해 韓 핀테크기업 투자 유치액 3조60000억,3
3186,전쟁 리스크에 살얼음판…과거 전쟁때 증시 살펴보니,3
3187,미러 대화 소식에 코스피 2분 만에 0.3%P '쑥',3
3188,수익률 217%부터 마이너스까지…희비 엇갈리는 새내기주,3
3189,"""우리금융, 금리 상승기 유리한 구조""…투자는 DSR무관 골드스탁 자금으로",1
3190,"유니테크노, 삼성SDI에 ESS 셀케이스 공급… 연 60억원 규모",3
3191,"""하나금융, 사상 최고치 근접""…대비는 DSR무관 야호스탁 재원으로",3
3192,"""폴리실리콘 가격 2분기 안정""…대비는 DSR무관 골드스탁 상품으로",3
3193,하루새 5% 떨어진 테슬라…이게 다 바이든 탓이라는 머스크,3
3194,롯데쇼핑 현대백화점 다 오르는데 왜...신저가 찍은 이마트,3
3195,장외시장 식었다지만…107원에서 25만원 된 이 종목,3
3196,"""화장품株 수요 증가 기대로 강세""…비중확대는 DSR무관 야호스탁 자금으로",1
3197,"KB증권 ""SK하이닉스 목표가 상향…가격 협상력 강화 예상""",1
3198,"""개미 익절하니, 외인은 주워""…SK하이닉스 바닥 찍고 21% 상승 ",1
3199,"""하반기 메모리 가격 상승 전환""…투자는 DSR무관 골드스탁 상품으로",1
3200,"[코스피] 29.57p(1.08%) 내린 2,714.52(개장)",0
3201,[코스닥] 12.03p(1.38%) 내린 862.19(개장),0
3202,"美증시, 우크라 긴장고조에 뚝…나스닥 2.9% 하락 ",0
3203,"美증시, 우크라 긴장고조에 뚝…나스닥 2.9% 하락 ",0
3204,"뉴욕증시, 우크라이나 긴장 고조에 하락…나스닥 2.88% 하락 마감",0
3205,"뉴욕증시, 우크라이나 긴장 고조에 하락 출발",0
3206,"고용창출·지역발전…글랜우드PE, ESG 투자로 年수익률 32%",3
3207,우리 '멍냥이' 어질어질…반려동물ETF 한달간 롤러코스터,3
3208,금리 치솟는데도…블랙스톤·디즈니 앞다퉈 美주택에 투자,3
3209,자사주 소각·실적개선…인터파크 이달 40% '껑충',3
3210,脫코로나 기대감…여행레저·운송ETF 날개,1
3211,신라젠 오늘 코스닥시장위서 상장폐지여부 결정,3
3212,한화솔루션 영업익 지난해 24% 늘어,3
3213,"""쏘렌토 사면 대기 1년""…반도체난에 차 부품주도 우수수",3
3214,"[단독] '미다스의 손' 알토스, 캐치테이블에 100억대 투자",3
3215,"""교보 풋옵션 평가한 회계사 무죄"" 1심 판결에…검찰, 5일만에 항소",3
3216,대포 소리에 악몽 꾼 코스피…장중 2710선까지 출렁,3
3217,"""초록마을을 점령하라"" 이마트·컬리 인수 대결",3
3218,"경찰, '신라젠 상폐' 거래소 이사장 피소건 수사…고발인 조사(종합)",3
3219,"바디텍메드, 비타민D 현장진단 키트 2종 수출허가",3
3220,너도나도 제주도 가더니…올들어 주가 20% 오른 종목,1
3221,"[MK라씨로] 기관, 콘텐츠·철강·화학株 대거 담았다",3
3222,"법원, '1조원대 환매 중단' 라임자산운용에 파산 선고(종합)",3
3223,"산은, 달러표시 채권 15억달러 발행",3
3224,"우크라군 포격에 놀란 코스피, 상승 마감…2740선 회복",1
3225,"대한토지신탁, 작년 영업이익 695억원…창사 이래 최대 실적",1
3226,코스피 0.53% 상승 마감…우크라이나 공격 보도에 '출렁',1
3227,"씨젠, 작년 영업이익 6천667억원…전년 대비 1.4% 하락 ",0
3228,"'손정의 픽' AI기술 탑재한 하나생명 변액저축보험, 운용자산 1600억 돌파",3
3229,"국부펀드 KIC, 2022 글로벌 투자 전문가 공개 채용",3
3230,"[코스피] 14.41p(0.53%) 오른 2,744.09(장종료)",1
3231,[코스닥] 3.93p(0.45%) 내린 874.22(장종료),0
3232,"법원, '1조원대 환매 중단' 라임자산운용에 파산 선고",3
3233,"수성, EV 전기 택배차 130대 추가 공급계약…주총서 'EV수성'으로 사명변경",3
3234,코로나 확진자 최대에도…여행레저·운송 ETF 날았다,1
3235,"한화솔루션 작년 영업이익 7천383억원, 24.3% 증가…케미칼 호조(종합)",1
3236,"[인기 검색 종목 PICK 5] 솔루스첨단소재, 베셀, HMM...",3
3237,삼성운용 '인플레 파이터' ETF 5종 추천,3
3238,한화솔루션 작년 영업이익 7천383억원…전년 대비 24.3% 상승 ,1
3239,"우크라군, 러시아 공격에 출렁이는 코스피…급반락 후 회복세",3
3240,"'우크라, 루간스크 공격보도'에 코스닥 하락 전환",0
3241,"""샤넬백 안부러운 명품株"" 보름만에 28% 넘게 뛴 종목",3
3242,"""변동성 장세에선 저평가株 주목""…저점매수는 DSR무관 골드스탁 재원으로",1
3243,"롯데제과 ""롯데푸드와 아이스크림 사업 합병방안 검토 중""",3
3244,"""올해는 진짜 해외여행 가나""…치솟는 美여행·항공주",3
3245,"키움증권 ""은행업종 투자의견 중립으로 하향…금융 불안정 부담""",0
3246,"""연준의 긴축 가속화 완화 전망""…대비는 DSR무관 야호스탁 상품으로",3
3247,"경찰, '신라젠 상폐' 거래소 이사장 피소 사건 수사…고발인 조사",3
3248,'268% 폭등' 닷새 연속 상한가 찍은 기업…무슨 일이?,3
3249,"""외국인 저평가株 대량 순매수""…대비는 DSR무관 골드스탁 상품으로",1
3250,파라다이스 작년 영업손실 553억원…적자 축소,0
3251,"""리노공업 기술력 세계 최고 수준""…투자는 DSR무관 야호스탁 자금으로",3
3252,"‘워런 버핏 오른팔’ 찰리 멍거 ""BTC 경멸한다… 중국의 금지 조치, 존경"" 등",1
3253,"젬백스, 재발성·전이성 직결장암에 GV1001 치료 효과 확인…국제학술지 게재",3
3254,"코스피 장 초반 2,740대 상승세…외국인 순매수(종합)",1
3255,"""F&F, 중국 매출 급증 예상""…비중확대는 DSR무관 골드스탁 자금으로",3
3256,당신이 알던 주식투자 패턴 다 깨졌다. 예측하지말고 대응해라,3
3257,"코스피 장 초반 소폭 상승…2,730대",1
3258,"[코스피] 5.43p(0.20%) 오른 2,735.11(개장)",1
3259,[코스닥] 0.97p(0.11%) 오른 879.12(개장),1
3260,"뉴욕증시, 지정학적 긴장 등에 혼조마감",3
3261,"뉴욕증시, 소매판매 호조·지정학적 긴장에 하락 출발",0
3262,우크라 긴장완화 증시 환호…코스닥 5일만에 4.5% 반등,1
3263,"이베스트투자증권, 데이터히어로와 미국주식 분석서비스 '월가히어로' 공급계약 체결",3
3264,"[일지] 디스커버리펀드 환매 중단 사태, 제재 의결까지",3
3265,디스커버리운용 준법감시인은 '장하성 동생' 장하원 대표의 6촌,3
3266,유한양행 지난해 영업이익 486억원으로 42.3% 감소,0
3267,디스커버리운용 업무정지…'장하성 동생' 장하원 대표 직무정지(종합),3
3268,"'美점유율 상승' 셀트리온, 실적 사상최대",1
3269,"""올해 쓱닷컴·올리브영 등 IPO 40건 추진…1등 주관사 자리 지킬것""",3
3270,"전문가 ""美 금리인상 대비…PER 낮은 실적株 담아라""",3
3271,불확실성 커지자…증권사들 기업 이익 전망치 줄하향,3
3272,"금융위, 디스커버리 3개월 영업정지",3
3273,"""0.1주만 주세요~"" 국내주식 소수점 거래 9월부터 가능해진다",3
3274,"한국, 국제회계기준재단 자문기구 회원국으로 재선출",3
3275,'반도체 접합 기술' 레이저쎌 상장 추진,3
3276,"[해외주식 포커스] 자일링스 인수한 AMD…월가 ""상승여력 35%""",1
3277,"코스피, 전운 일부 해소에 2700선 회복…LG화학·카카오 단숨에 4% 상승 ",1
3278,"인터파크, 지난해 영업이익 25억원…흑자 전환",1
3279,"""이번엔 개미의 승리?""…개미 '곱버스' vs 기관 '레버리지' 베팅",3
3280,국고채 금리 혼조세…3년물 연 2.325%로 내려,3
3281,코웨이 작년 영업이익 6천402억원…5.6% 증가(종합),1
3282,'라임 배후' 김영홍 도피 도운 측근 구속기소,3
3283,"""이젠 진짜 리오프""…코스피 2% 오를 때, 아모레는 17% 껑충",3
3284,"증시, 우크라 긴장 완화에 '안도'…""하락 가능성 열어놔야""(종합)",0
3285,우크라이나 긴장 완화에 코스피 2% 반등…코스닥도 4%이상 뛰어(종합),1
3286,'장하성 동생' 디스커버리 대표 직무정지…기업은행 과태료 47억,3
3287,코웨이 작년 영업이익 6천402억원…전년 대비 5.6% 상승 ,1
3288,농협금융 작년 순익 2조3000억원…32% 늘며 역대 최대,1
3289,"거래소, 3개월 무위험지표금리 선물시장 다음달 28일 개설",3
3290,[코스닥] 38.23p(4.55%) 오른 878.15(장종료),1
3291,"[코스피] 53.14p(1.99%) 오른 2,729.68(장종료)",1
3292,"반복되는 4분기 어닝쇼크에 증권가 직격탄 ""충당금 적립은 말장난 불과…투자자 배신행위""",3
3293,"'빅쇼트'실제 주인공 버리, 전기 오토바이 주식 베팅",3
3294,"한국테크놀로지, 한국거래소 후원 온라인 IR 기업설명회 개최",3
3295,"""린저씨들 화나게 한 결과?""…엔씨, '어닝쇼크'에 장중 7% 하락 , 52주 신저가",0
3296,"셀트리온, 지난해 매출 1조8천908억원…역대 최대 실적(종합)",1
3297,셀트리온 작년 영업이익 7천539억원…재작년보다 5.9% 상승 ,1
3298,"'장하성 동생 펀드' 피해자모임 ""책임자 엄벌·100% 배상 촉구""",3
3299,우크라이나 전운에 변동성 커진 국내 증시…대피처는?,3
3300,"민주당 선대위 ""부산에 가상자산 공공거래소 만들자""",3
3301,유세 차량 사고로 동지 잃은 안철수…관련주는 상승,1
3302,"""리오프닝 업종 선별 접근 필요""…저점매수는 DSR무관 골드스탁 상품으로",1
3303,"증시, 우크라 긴장 완화에 '안도'…""추가 하락 가능성 열어놔야""",0
3304,"휴온스 지난해 영업익 496억원으로 8% 감소…""광고비 증가""",0
3305,"""현금창출력 높은 업종에 선별 접근""…대비는 DSR무관 야호스탁 상품으로",3
3306,퓨런티어 청약 경쟁률 2천683대 1…증거금 8조원 몰려,3
3307,수천명 해고 부른 中 빅테크 규제…'표적' 디디추싱 20% 감원,3
3308,"""안정적 수익창출 가능 종목 주목""…대비는 DSR무관 골드스탁 재원으로",3
3309,"증권가 ""KT클라우드 분사, 기업분할 우수사례…기업가치 긍정적""",1
3310,"""지난해 세계 반도체 매출 26% 상승 ""…투자는 DSR무관 야호스탁 자금으로",1
3311,우크라이나 긴장 완화에 코스피 장 초반 1%대 반등(종합),1
3312,전쟁끝! 상승시작한 뉴욕증시,1
3313,인생은 실전! 주식도 실전! 살벌한 머니게임서 당신이 챙길 딱 한가지 [자이앤트 북],3
3314,"""HMM 사상 최대 실적에 목표가 상승 ""…선점은 DSR무관 골드스탁 자금으로",1
3315,"[코스피] 43.07p(1.61%) 오른 2,719.61(개장)",1
3316,[코스닥] 17.62p(2.10%) 오른 857.54(개장),1
3317,에코마케팅 작년 영업이익 401억원…전년 대비 31.9% 하락 ,0
3318,"한해 판매 5000억, 60여국에서 판매하는 K-스낵은?",3
3319,"뉴욕증시, 우크라이나 긴장 완화에 상승…다우 1.22% 상승 마감",1
3320,우크라 긴장완화 뉴욕증시 반등…나스닥 2.5% 상승 ,1
3321,"뉴욕증시, 지정학적 긴장 완화에 상승 출발",1
3322,계양전기 거래정지…재무팀 직원이 245억 횡령,3
3323,"움츠러든 회사채시장…""1월보다 더 암울하다""",3
3324,"카카오페이증권, 전체 사용자 대상 주식 베타 서비스 공개",3
3325,아시아나항공 작년 영업익 4천565억원…코로나 여파에도 적자 탈출(종합),0
3326,"엔씨소프트, 마케팅비 증가에 작년 영업익 55% 감소…3천752억원(종합)",0
3327,아시아나항공 작년 영업익 4천565억원…코로나 여파에도 적자 탈출,0
3328,"변동성 늪에 빠진 서학개미, 3가지만 기억하세요",3
3329,우크라 불안에 석유·천연가스ETF 두자릿수 급등…곡물株도 들썩,3
3330,"""펀드 싸게살 기회""…2030, 타깃데이트펀드로 몰린다",3
3331,대웅제약 매출 1조1530억 사상 최대,1
3332,"""코스피, 선진국지수 편입땐 3760 가능""…골드만삭스 보고서",3
3333,"""변동성 심할땐 배당성향 20% 넘는 가치株 눈여겨봐야""",3
3334,한국앤컴퍼니 작년 영업이익 2천284억원…전년 대비 45.9% 상승 (종합),1
3335,"맘스터치 작년 영업익 402억원 53.3% 상승 …""배달매출 증가 영향""",1
3336,"우크라이나 전쟁 우려에 금융시장 '불안'…코스피 2,700 무너져(종합2보)",0
3337,[줌인 이종목] '실적의 힘' 주성ENG 약세장서 든든,3
3338,수소·전기차 ETF 3종 동시 상장,3
3339,우크라 '특수가스' 막힐라…美 반도체주 줄줄이 하락,0
3340,실적 전망 따라서…아모레 반등할 때 LG생건은 시큰둥,3
3341,"""바닥인줄 알았는데 지하실""…저가매수 개미들 어쩌나",3
3342,"""내일모레가 전세 만기인데 거래재개 어려울 수 있다니""...오스템임플란트 2만 주주 '발동동'",3
3343,"내일 개장이 겁난다…위메이드, 크래프톤, 컴투스에 이어 엔씨도 어닝쇼크",3
3344,"한은 ""국고채 단순매입으로 추경 뒷받침할 계획 없다""",3
3345,한국앤컴퍼니 작년 영업이익 2천284억원…전년 대비 45.9% 상승 ,1
3346,"우크라이나발 불안에 코스피 9거래일만에 2,600대로 하락(종합)",0
3347,"코스피, 우크라 전쟁 우려에 2670선으로 '뚝'",0
3348,삼전 던지고 LG엔솔 담은 연기금…얼마 잃었나?,3
3349,엔씨소프트 작년 영업익 3천752억원…전년 대비 54.5% 감소,0
3350,"코스피, 사흘째 하락세…2,700선 하회 마감",0
3351,"[코스피] 27.94p(1.03%) 내린 2,676.54(장종료)",0
3352,[코스닥] 12.87p(1.51%) 내린 839.92(장종료),0
3353,"이베스트투자증권, 차세대 MTS '이베스트 온' 출시",3
3354,"인트러스투자운용, 신임 대표에 강신은 GS리테일 팀장 영입",3
3355,"[인기 검색 종목 PICK 5] 효성오앤비, 무학, 제주맥주..",3
3356,"노조 파업 실적 부진 '이중고' CJ대한통운, 장중 4% 상승 ...""파업 해결까지 관망 필요""",0
3357,작년 주식 불공정거래사건 10건 중 7건꼴은 미공개정보 이용,3
3358,"""한국 주요기업 사외이사 재직기간 2.5년…미국은 7.5년""",3
3359,시진핑 공들인 '중국판 나스닥' ETF…한달 수익률이,3
3360,"반도체 소재·부품 기업 비씨엔씨, 내달 코스닥 입성",3
3361,러시아·우크라 갈등에…'이 관련주' 주가 조정받았다,3
3362,"""CJ프레시웨이, 올해 본격적 이익 성장""…대비는 DSR무관 골드스탁 상품으로",3
3363,"""팬오션, 높은 경쟁력 대비 저평가""…투자는 DSR무관 야호스탁 상품으로",3
3364,"IBK투자증권, 작년 순이익 1천억원 돌파…10년 연속 최대 실적",1
3365,"IBK證, 당기순익 첫1천억 돌파",3
3366,러-우크라 전쟁 하루 앞두고 긴장 최고조…항공주 줄줄이 약세,3
3367,"비상장주식 시가평가 다양화…""스톡옵션 활성화""",3
3368,"""메모리 업황 개선 속도 상승 ""…대비는 DSR무관 골드스탁 재원으로",1
3369,"영업익 1300억 예상했는데 실제론 700억…KCC, 어닝쇼크에 급락세",3
3370,증시 급락 시 '저가 매수 대응 업종' 투자는 DSR무관 야호스탁 자금으로,1
3371,"코스피 장 초반 하락 전환…2,700선 하회(종합)",0
3372,펄어비스 작년 4분기 매출 1천180억원…전년동기대비 11.7% 상승 (종합),1
3373,"""4대 금융지주 최대 실적·배당 상승 ""…비중확대는 DSR무관 골드스탁 자금으로",1
3374,"코스피 상승 출발…2,710대 회복",1
3375,"[코스피] 7.97p(0.29%) 오른 2,712.45(개장)",1
3376,[코스닥] 2.83p(0.33%) 오른 855.62(개장),1
3377,"씨티케이, 이커머스 플랫폼 론칭 1년만에 거래액 440억 돌파",3
3378,"이즈미디어, 무상증자 실시…주당 신주 1주 배정",3
3379,"주식투자, 이번 생은 망했어요? 망하지 않으려면 ‘이 원칙’ 지키세요",3
3380,위기가 곧 기회다. 대박은 경제가 어려울때 나온다. 지금 돈 벌 찬스다,3
3381,펄어비스 작년 영업이익 430억원…전년 대비 72.6% 하락 ,0
3382,"뉴욕증시, 우크라이나 리스크에 하락…다우 0.49% 하락 ",0
3383,"뉴욕증시, 지정학적 긴장 속에 하락…다우 0.49% 하락 마감",0
3384,"뉴욕증시, 연준 긴축·우크라이나 우려에 혼조세로 출발",0
3385,"GC녹십자, 지난해 영업이익 737억원으로 전년보다 47% 성장",3
3386,[알립니다] 매일경제교육센터 PEF 전문가 모집,3
3387,"""이러다 주주 다 떠날라""…부랴부랴 자사주 매입 나선 기업들",3
3388,불붙은 '여의도 IFC' 인수전…신세계·이지스 연합도 참전,3
3389,"코스피서 무섭게 던진 기관들, 그래도 이 종목만큼은 샀다",3
3390,폴리이미드필름 세계 1위…'PI첨단소재' 새주인 찾는다,3
3391,"CJ제일제당, 지난해 사상 최대 실적…영업익 1조1787억, 전년비 13.2% 상승 ",1
3392,대성에너지·지에스이…불붙은 에너지株,3
3393,JKL·케이스톤까지…대세로 떠오른 사모신용펀드,1
3394,"""반도체는 안 망해""…증시 폭락에도 서학개미들 반도체ETF 줍줍",0
3395,"[해외주식 포커스] 애플, 서비스 매출 24% 급증…월가 ""매수 의견""",1
3396,"식품, 바이오 다 잡았다…CJ제일제당, 매출 15조 돌파",3
3397,"한국투자증권, 작년 순이익 1조4474억원…증권사 1위",3
3398,한전KPS 작년 영업이익 1천240억원…전년 대비 8.4% 하락 ,0
3399,'식품·바이오 사업 호조'…CJ제일제당 작년 영업이익 12.1% 상승 (종합),1
3400,"코스피, 우크라이나 전운에 2700선 턱걸이 마감",3
3401,현대그린푸드 작년 영업이익 586억원…전년 대비 25.4% 하락 ,0
3402,"우크라이나발 불안에 코스피 1.57% 하락…2,704.48 마감(종합)",0
3403,KCC 작년 영업이익 3천827억원…전년 대비 185.9% 상승 ,1
3404,"SI 없이 단독 입찰한 E&F PE, KG ETS 우협 선정된 배경은",3
3405,"경기불안·긴축부담…""코스피 2,600 지지 장담 어렵다""(종합)",3
3406,CJ제일제당 작년 영업이익 1조5천244억원…전년 대비 12.1% 상승 ,1
3407,"중고차 플랫폼 '케이카', 작년 영업이익 711억원…역대 최대",1
3408,우크라이나 전쟁 우려에 코스피 장중 2700선 붕괴,0
3409,"밸런타인데이, 초콜릿 말고 허쉬 주식 사볼까",3
3410,"시총 12조 HMM, 지난해 7조원 넘게 벌었다…코스피 4위",3
3411,'중국 깡통어음' 유통한 증권사들 1심 무죄,3
3412,[코스닥] 24.63p(2.81%) 내린 852.79(장종료),0
3413,"[코스피] 43.23p(1.57%) 내린 2,704.48(장종료)",0
3414,"HMM 작년 영업익 7조3천억원, 최대실적-상장사 4위…9년 적자 털었다(종합)",0
3415,"유안타증권, 인공지능 투자분석 시스템 '티레이더5.0' 오픈",3
3416,"브이씨, 공모가 1만5천원 결정…15∼16일 청약",3
3417,"""한국, 이르면 2024년 MSCI 선진지수 편입 가능""",3
3418,외국인 1월 韓주식 1.6조 순매도,0
3419,"애슬레저가 밀어올린 브랜드엑스코퍼레이션…지난해 매출 1727억원, 역대 최대 갱신",1
3420,"HMM, 작년 영업이익 7조3천775억원…전년 대비 652% 상승 ",1
3421,'1년만 재점화한 금호석유 경영권 분쟁'…주가 영향 미미한 까닭은,3
3422,LG엔솔 테슬라 납품 호재였는데…태양금속 장중 급락,3
3423,'공모가 반토막' 크래프톤에 한달새 500억 잃은 개미들,3
3424,"경찰 ""디스커버리 펀드 수사, 개방형 특혜 초점…대부분은 손실""",3
3425,"""작년 글로벌 M&A 6조달러, 역대 최대 규모…올해도 비슷할 것""",1
3426,"""통신3사, 실적 기반 주주친화 행보""…선점은 DSR무관 골드스탁 상품으로",3
3427,"KB운용, ESG펀드 1조3000억 증가",1
3428,"경기불안에 ""코스피 2600 지지 장담 어렵다""",3
3429,"""정부 메시지, 리오프닝주에 긍정적""…대비는 DSR무관 야호스탁 상품으로",1
3430,"삼성증권 ""금리 급등에 회사채 발행시장 약세 심화""",3
3431,"10일엔 위메이드, 11일엔 크래프톤…오늘은 컴투스 급락",3
3432,"""농심, 가격 인상 효과 기대""…투자는 DSR무관 골드스탁 재원으로",1
3433,우크라이나 긴장고조에…천연가스주 대성에너지 지에스이 급등,3
3434,"광주은행, 지난해 당기순이익 1천965억원…사상 최대 실적",1
3435,"흥국증권 ""증시 '대선 효과' 제한적…막연한 기대감 지양해야""",1
3436,"코스피, 장 초반 2700선 붕괴…1%대 하락",0
3437,"유안타증권, '주식 고수' 매매종목 분석 '티레이더 5.0' 출시",3
3438,"""백화점 3사 실적 반등에 성공""…대비는 DSR무관 야호스탁 자금으로",1
3439,"""반도체만 있었어도""…올해만 14%빠진 현대차, 신저가 경신",3
3440,"코스피, 장 초반 2,700선 하회…1%대 하락세(종합)",0
3441,[속보] 코스피 2700선 붕괴…1월 28일 이후 처음,0
3442,"""하나금융, 업계 최고 배당수익률""…비중확대는 DSR무관 골드스탁 자금으로",3
3443,"코스피 장 초반 1%대 하락세…2,710대로 밀려",0
3444,"[코스피] 32.61p(1.19%) 내린 2,715.10(개장)",0
3445,[코스닥] 12.93p(1.47%) 내린 864.49(개장),0
3446,[이번주 볼만한 종목]인기테마 주도주 및 시간외급등주,3
3447,외국인 지난달 한국 주식 1.6조여원 순매도…석달만에 '팔자',0
3448,"'돈나무 언니', 새해 급락장에도 성장주 5천억원 더 샀다",3
3449,'장하성 투자' 디스커버리운용 중징계,3
3450,해외주식·대체투자 덕본 큰손 기관 투자자들 '훨훨',3
3451,베테랑 애널리스트가 엄선…매주 비상장기업 분석할것,3
3452,미용기기株 하락장서 잘나가네…리오프닝에 수출 회복 기대감,0
3453,외국인 코스닥 팔자 심상찮네…올들어 순매도 3조 육박,0
3454,오스템임플란트 신라젠...이번주 거래재개 여부 결정,3
3455,"'연준 금리인상이 무서워?'…월가 ""정크본드 ETF 사라""",3
3456,"'연준 금리인상이 무서워?'…월가 ""정크본드 ETF 사놔라""",3
3457,"""상장폐지되면 어쩌나""…개미들 집단 행동 나섰다",3
3458,여행 항공주 관심 집중되는데…지금 리오프닝주 들어가도 될까,3
3459,실적 쇼크에 게임주 투자자 한숨…게임 ETF 올해 하락률 1위,0
3460,"HMM, 지난해 영업이익 7조원 넘은듯…국내기업 중 4번째로 많아",3
3461,LG엔솔 롤러코스터 장세에…개미들 고민 깊어진다,3
3462,'공매도 전면 허용'되면 내가 가진 주식 떨어질까?,0
3463,'저가매수' 기회?…메타 급락에 서학개미 대거 사들여,3
3464,우크라 긴장·연준 긴축 우려에 변동성 지속,0
3465,LCC 3사 작년 실적 잠정집계 발표 안한다…적자규모 전년과 비슷,0
3466,"'상장폐지 번복' 감마누 주주들, 거래소 상대 1심 패소",3
3467,'러 우크라 침공' 공포에 글로벌 금융시장 휘청…나스닥 2.8% 하락 ,0
3468,"뉴욕증시, 러시아 우크라이나 침공 우려에 급락…나스닥 2.78% 하락 마감",0
3469,'러 우크라 침공' 공포에 뉴욕증시 털썩,3
3470,"뉴욕증시, 국채금리 주시 속에 상승 출발",1
3471,"경찰, '디스커버리' 장하원 대표 재소환…종일 조사(종합)",3
3472,건설근로자공제회 새 CIO에 이성영 前 신협 부문장,3
3473,"키움증권, 작년 영업익 1조원 돌파…전년 대비 24.8% 상승 ",1
3474,"""코스피 반등하나 했더니""…미국발 인플레 충격 가시화",1
3475,방학에 애들은 게임 삼매경…게임주 투자한 아빠는 한숨,3
3476,"두산, 작년 영업이익 9천588억원…흑자 전환",1
3477,"두산중공업, 작년 영업이익 8천908억원…당기순익 8년만에 흑자",1
3478,"CJ프레시웨이, 지난해 당기순이익 311억원…역대 최대 수준",1
3479,한투운용 '한국투자TDF알아서펀드' 설정액 1조원,3
3480,대어도 상장 후 반토막…IPO 흥행 맹신은 금물 [WEALTH],3
3481,"""대박 공모주 선점""…MZ도 장외서 '숨은 진주' 캔다",3
3482,CJ CGV 작년 영업손실 2천411억원…적자 축소(종합),0
3483,코로나19 장기화에 지난해 카지노 공기업 실적 '부진'(종합),0
3484,CJ대한통운 작년 영업이익 3천439억원…전년 대비 5.7% 상승 ,1
3485,GKL 작년 영업손실 1천458억원…적자폭 확대,0
3486,미 인플레 쇼크에 코스피 2750선 아래로 '털썩',3
3487,한국항공우주산업 작년 영업이익 578억원…전년 대비 58.6% 하락 ,0
3488,CJ CGV 작년 영업손실 2천411억원…적자 축소,0
3489,"한국 소비자 23% ""코로나19 이후 새차 산다면 배터리 전기차로""",3
3490,"'폐기물 처리 대어' KG ETS, E&F PE 품으로",3
3491,"[코스피] 24.22p(0.87%) 내린 2,747.71(장종료)",0
3492,[코스닥] 18.26p(2.04%) 내린 877.42(장종료),0
3493,연초부터 3조 팔아치운 외국인…'이것'에는 러브콜,3
3494,"""대형 화재, 내부자 거래 의혹 에코프로비엠""…악재 딛고 반등할까, 7% 상승 ",1
3495,"""부양책 나올 타이밍에 웬 물적분할""…LS일렉트릭 주주들 분노",3
3496,"""저평가 업종 중심 '옥석 가리기' 필요""…투자는 DSR무관 골드스탁 상품으로",3
3497,"""역시 실적이 안 좋으면""…위메이드, 7% 하락 장중 10만원대 붕괴",0
3498,"""LG엔솔, CATL 대비 할인률 더 감소""…대비는 DSR무관 야호스탁 상품으로",0
3499,"'선물하기' 성장에 카카오 작년 영업익 31% 상승 …""논란 재차 사과""(종합2보)",1
3500,"""은행주 실적·금리·배당 '삼박자'""…저점매수는 DSR무관 골드스탁 재원으로",1
3501,"예보, 우리금융 지분 2.2% 블록딜로 매각…2400억원 회수",3
3502,"안랩, 작년 영업이익 229억원…전년 대비 14.8% 상승 ",1
3503,"""배터리 세계 1등인데도…"" 주가 -8% '뚝', 왜?",3
3504,"경찰, '디스커버리' 장하원 대표 이틀 만에 재소환",3
3505,"""우리금융 강한 실적 개선세 지속""…저점매수는 DSR무관 야호스탁 자금으로",1
